File Version,Hardware Type,Model,Data Logger Name,Serial Number,Sample Rate,Total Alarms
1,3,EL-SIE-2+,UM_WG,24de6b085df773dd,600,2,

Channel Number,Channel Name,Channel Type
1,Temperature,1
2,Humidity,2
3,Dew Point,4

Channel Number,Channel Name,Alarm Type,High Threshold,Low Threshold,Delay,Hold
1,Temperature,High Alarm,70.00,,0,0
1,Temperature,Low Alarm,,64.00,0,0

Reading,Date / Time (UTC),Channel 1 (°F),Channel 2 (%RH),Channel 3 (°F),
1590,2022/06/21 16:55:36,70.40,54.4,53.16,
1591,2022/06/21 17:05:36,70.43,54.3,53.14,
1592,2022/06/21 17:15:36,70.35,54.2,53.03,
1593,2022/06/21 17:25:36,70.28,54.3,53.01,
1594,2022/06/21 17:35:36,70.18,54.3,52.91,
1595,2022/06/21 17:45:36,70.03,54.3,52.78,
1596,2022/06/21 17:55:36,69.87,54.4,52.68,
1597,2022/06/21 18:05:36,69.74,54.4,52.56,
1598,2022/06/21 18:15:36,69.62,54.5,52.49,
1599,2022/06/21 18:25:36,69.64,54.5,52.51,
1600,2022/06/21 18:35:36,69.82,54.3,52.58,
1601,2022/06/21 18:45:36,70.05,53.9,52.59,
1602,2022/06/21 18:55:36,70.38,53.5,52.69,
1603,2022/06/21 19:05:36,70.38,53.3,52.59,
1604,2022/06/21 19:15:36,70.25,53.4,52.52,
1605,2022/06/21 19:25:36,70.08,53.5,52.42,
1606,2022/06/21 19:35:36,69.84,53.5,52.19,
1607,2022/06/21 19:45:36,69.72,53.6,52.14,
1608,2022/06/21 19:55:36,69.52,53.6,51.94,
1609,2022/06/21 20:05:36,69.39,53.7,51.87,
1610,2022/06/21 20:15:36,69.41,53.6,51.84,
1611,2022/06/21 20:25:36,69.62,53.2,51.84,
1612,2022/06/21 20:35:36,69.84,52.9,51.88,
1613,2022/06/21 20:45:36,70.05,52.6,51.93,
1614,2022/06/21 20:55:36,70.15,52.4,51.91,
1615,2022/06/21 21:05:36,70.03,52.5,51.86,
1616,2022/06/21 21:15:36,69.95,52.8,51.93,
1617,2022/06/21 21:25:36,69.74,53.0,51.85,
1618,2022/06/21 21:35:36,69.69,53.1,51.85,
1619,2022/06/21 21:45:36,69.56,53.1,51.74,
1620,2022/06/21 21:55:36,69.46,53.1,51.64,
1621,2022/06/21 22:05:36,69.41,53.1,51.59,
1622,2022/06/21 22:15:36,69.49,53.0,51.62,
1623,2022/06/21 22:25:36,69.64,52.6,51.55,
1624,2022/06/21 22:35:36,69.92,52.2,51.61,
1625,2022/06/21 22:45:36,70.05,51.9,51.57,
1626,2022/06/21 22:55:36,70.18,51.7,51.58,
1627,2022/06/21 23:05:36,70.00,51.8,51.46,
1628,2022/06/21 23:15:36,69.90,51.9,51.43,
1629,2022/06/21 23:25:36,69.69,52.1,51.34,
1630,2022/06/21 23:35:36,69.54,52.1,51.20,
1631,2022/06/21 23:45:36,69.46,52.1,51.12,
1632,2022/06/21 23:55:36,69.34,52.2,51.06,
1633,2022/06/22 00:05:36,69.29,52.2,51.02,
1634,2022/06/22 00:15:36,69.39,52.1,51.05,
1635,2022/06/22 00:25:36,69.52,51.7,50.96,
1636,2022/06/22 00:35:36,69.77,51.4,51.04,
1637,2022/06/22 00:45:36,70.00,51.0,51.04,
1638,2022/06/22 00:55:36,70.10,50.7,50.98,
1639,2022/06/22 01:05:36,70.05,50.8,50.99,
1640,2022/06/22 01:15:36,69.90,50.9,50.91,
1641,2022/06/22 01:25:36,69.69,51.0,50.76,
1642,2022/06/22 01:35:36,69.59,51.1,50.71,
1643,2022/06/22 01:45:36,69.41,51.2,50.60,
1644,2022/06/22 01:55:36,69.29,51.3,50.55,
1645,2022/06/22 02:05:36,69.24,51.4,50.56,
1646,2022/06/22 02:15:36,69.24,51.5,50.61,
1647,2022/06/22 02:25:36,69.18,51.5,50.56,
1648,2022/06/22 02:35:36,69.18,51.5,50.56,
1649,2022/06/22 02:45:36,69.31,51.4,50.62,
1650,2022/06/22 02:55:36,69.49,51.1,50.63,
1651,2022/06/22 03:05:36,69.72,50.8,50.69,
1652,2022/06/22 03:15:36,69.84,50.5,50.63,
1653,2022/06/22 03:25:36,69.95,50.3,50.62,
1654,2022/06/22 03:35:36,69.84,50.2,50.47,
1655,2022/06/22 03:45:36,69.72,50.3,50.42,
1656,2022/06/22 03:55:36,69.49,50.4,50.26,
1657,2022/06/22 04:05:36,69.29,50.5,50.13,
1658,2022/06/22 04:15:36,69.18,50.6,50.08,
1659,2022/06/22 04:25:36,69.14,50.6,50.03,
1660,2022/06/22 04:35:36,69.26,50.3,49.99,
1661,2022/06/22 04:45:36,69.46,50.0,50.01,
1662,2022/06/22 04:55:36,69.72,49.8,50.15,
1663,2022/06/22 05:05:36,69.90,49.7,50.26,
1664,2022/06/22 05:15:36,69.74,49.7,50.11,
1665,2022/06/22 05:25:36,69.64,49.7,50.01,
1666,2022/06/22 05:35:36,69.46,49.9,49.96,
1667,2022/06/22 05:45:36,69.29,50.0,49.86,
1668,2022/06/22 05:55:36,69.16,50.1,49.78,
1669,2022/06/22 06:05:36,69.08,50.2,49.77,
1670,2022/06/22 06:15:36,68.98,50.3,49.72,
1671,2022/06/22 06:25:36,69.00,50.3,49.76,
1672,2022/06/22 06:35:36,69.03,50.2,49.72,
1673,2022/06/22 06:45:36,69.26,49.9,49.77,
1674,2022/06/22 06:55:36,69.44,49.7,49.83,
1675,2022/06/22 07:05:36,69.64,49.5,49.91,
1676,2022/06/22 07:15:36,69.84,49.4,50.03,
1677,2022/06/22 07:25:36,69.82,49.5,50.07,
1678,2022/06/22 07:35:36,69.56,49.7,49.95,
1679,2022/06/22 07:45:36,69.36,50.1,49.98,
1680,2022/06/22 07:55:36,69.24,50.4,50.03,
1681,2022/06/22 08:05:36,69.06,50.7,50.02,
1682,2022/06/22 08:15:36,68.93,51.1,50.12,
1683,2022/06/22 08:25:36,68.85,51.4,50.19,
1684,2022/06/22 08:35:36,69.00,51.2,50.24,
1685,2022/06/22 08:45:36,69.21,51.0,50.31,
1686,2022/06/22 08:55:36,69.44,50.8,50.42,
1687,2022/06/22 09:05:36,69.62,50.6,50.48,
1688,2022/06/22 09:15:36,69.74,50.5,50.54,
1689,2022/06/22 09:25:36,69.84,50.4,50.57,
1690,2022/06/22 09:35:36,69.74,50.6,50.60,
1691,2022/06/22 09:45:36,69.52,50.8,50.49,
1692,2022/06/22 09:55:36,69.26,51.2,50.47,
1693,2022/06/22 10:05:36,69.06,51.5,50.44,
1694,2022/06/22 10:15:36,68.90,51.8,50.45,
1695,2022/06/22 10:25:36,68.88,51.8,50.43,
1696,2022/06/22 10:35:36,69.06,51.5,50.44,
1697,2022/06/22 10:45:36,69.26,51.2,50.47,
1698,2022/06/22 10:55:36,69.41,51.0,50.50,
1699,2022/06/22 11:05:36,69.56,50.8,50.54,
1700,2022/06/22 11:15:36,69.69,50.7,50.60,
1701,2022/06/22 11:25:36,69.69,50.6,50.55,
1702,2022/06/22 11:35:36,69.44,50.9,50.48,
1703,2022/06/22 11:45:36,69.24,51.2,50.45,
1704,2022/06/22 11:55:36,69.00,51.5,50.39,
1705,2022/06/22 12:05:36,68.82,51.7,50.33,
1706,2022/06/22 12:15:36,68.72,51.8,50.28,
1707,2022/06/22 12:25:36,68.95,51.6,50.39,
1708,2022/06/22 12:35:36,69.16,51.4,50.47,
1709,2022/06/22 12:45:36,69.31,51.2,50.52,
1710,2022/06/22 12:55:36,69.46,51.0,50.55,
1711,2022/06/22 13:05:36,69.59,50.9,50.61,
1712,2022/06/22 13:15:36,69.64,50.8,50.60,
1713,2022/06/22 13:25:36,69.64,50.7,50.55,
1714,2022/06/22 13:35:36,69.44,51.1,50.58,
1715,2022/06/22 13:45:36,69.18,51.5,50.56,
1716,2022/06/22 13:55:36,68.98,51.7,50.46,
1717,2022/06/22 14:05:36,68.82,52.0,50.49,
1718,2022/06/22 14:15:36,68.72,52.2,50.49,
1719,2022/06/22 14:25:36,68.80,52.1,50.51,
1720,2022/06/22 14:35:36,69.00,51.8,50.55,
1721,2022/06/22 14:45:36,69.18,51.6,50.61,
1722,2022/06/22 14:55:36,69.36,51.4,50.67,
1723,2022/06/22 15:05:36,69.54,51.2,50.73,
1724,2022/06/22 15:15:36,69.67,51.0,50.74,
1725,2022/06/22 15:25:36,69.77,50.9,50.77,
1726,2022/06/22 15:35:36,69.82,50.8,50.77,
1727,2022/06/22 15:45:36,69.64,50.9,50.66,
1728,2022/06/22 15:55:36,69.39,51.2,50.58,
1729,2022/06/22 16:05:36,69.21,51.5,50.58,
1730,2022/06/22 16:15:36,68.98,51.7,50.46,
1731,2022/06/22 16:25:36,68.88,51.8,50.43,
1732,2022/06/22 16:35:36,68.95,51.6,50.39,
1733,2022/06/22 16:45:36,69.18,51.2,50.40,
1734,2022/06/22 16:55:36,69.39,51.0,50.48,
1735,2022/06/22 17:05:36,69.59,50.8,50.55,
1736,2022/06/22 17:15:36,69.72,50.5,50.53,
1737,2022/06/22 17:25:36,69.84,50.3,50.52,
1738,2022/06/22 17:35:36,69.92,50.2,50.55,
1739,2022/06/22 17:45:36,69.87,50.3,50.55,
1740,2022/06/22 17:55:36,69.59,50.5,50.40,
1741,2022/06/22 18:05:36,69.41,50.7,50.34,
1742,2022/06/22 18:15:36,69.29,51.0,50.40,
1743,2022/06/22 18:25:36,69.18,51.2,50.40,
1744,2022/06/22 18:35:36,69.00,51.3,50.29,
1745,2022/06/22 18:45:36,68.95,51.4,50.29,
1746,2022/06/22 18:55:36,69.16,51.2,50.37,
1747,2022/06/22 19:05:36,69.36,50.9,50.41,
1748,2022/06/22 19:15:36,69.56,50.8,50.54,
1749,2022/06/22 19:25:36,69.74,50.6,50.60,
1750,2022/06/22 19:35:36,69.92,50.5,50.71,
1751,2022/06/22 19:45:36,70.00,50.5,50.78,
1752,2022/06/22 19:55:36,70.05,50.5,50.83,
1753,2022/06/22 20:05:36,69.84,50.7,50.73,
1754,2022/06/22 20:15:36,69.59,50.9,50.61,
1755,2022/06/22 20:25:36,69.39,51.1,50.53,
1756,2022/06/22 20:35:36,69.26,51.3,50.52,
1757,2022/06/22 20:45:36,69.14,51.4,50.46,
1758,2022/06/22 20:55:36,69.08,51.6,50.51,
1759,2022/06/22 21:05:36,69.03,51.7,50.51,
1760,2022/06/22 21:15:36,69.18,51.6,50.61,
1761,2022/06/22 21:25:36,69.39,51.4,50.69,
1762,2022/06/22 21:35:36,69.62,51.2,50.80,
1763,2022/06/22 21:45:36,69.84,51.1,50.95,
1764,2022/06/22 21:55:36,69.95,51.0,50.99,
1765,2022/06/22 22:05:36,69.95,51.0,50.99,
1766,2022/06/22 22:15:36,69.72,51.2,50.90,
1767,2022/06/22 22:25:36,69.49,51.5,50.84,
1768,2022/06/22 22:35:36,69.26,51.7,50.73,
1769,2022/06/22 22:45:36,69.06,51.9,50.65,
1770,2022/06/22 22:55:36,68.90,52.1,50.60,
1771,2022/06/22 23:05:36,68.88,52.1,50.59,
1772,2022/06/22 23:15:36,69.14,51.8,50.67,
1773,2022/06/22 23:25:36,69.34,51.7,50.80,
1774,2022/06/22 23:35:36,69.52,51.5,50.86,
1775,2022/06/22 23:45:36,69.67,51.3,50.90,
1776,2022/06/22 23:55:36,69.84,51.3,51.05,
1777,2022/06/23 00:05:36,69.77,51.3,50.98,
1778,2022/06/23 00:15:36,69.52,51.5,50.86,
1779,2022/06/23 00:25:36,69.31,51.7,50.78,
1780,2022/06/23 00:35:36,69.11,51.9,50.70,
1781,2022/06/23 00:45:36,68.98,52.1,50.67,
1782,2022/06/23 00:55:36,68.93,52.2,50.69,
1783,2022/06/23 01:05:36,68.88,52.3,50.69,
1784,2022/06/23 01:15:36,69.11,52.2,50.86,
1785,2022/06/23 01:25:36,69.29,52.0,50.92,
1786,2022/06/23 01:35:36,69.41,51.8,50.91,
1787,2022/06/23 01:45:36,69.62,51.7,51.06,
1788,2022/06/23 01:55:36,69.72,51.5,51.06,
1789,2022/06/23 02:05:36,69.79,51.4,51.05,
1790,2022/06/23 02:15:36,69.67,51.5,51.01,
1791,2022/06/23 02:25:36,69.44,51.6,50.84,
1792,2022/06/23 02:35:36,69.24,51.8,50.77,
1793,2022/06/23 02:45:36,69.03,52.0,50.67,
1794,2022/06/23 02:55:36,68.88,52.1,50.59,
1795,2022/06/23 03:05:36,68.85,52.1,50.55,
1796,2022/06/23 03:15:36,69.03,51.9,50.62,
1797,2022/06/23 03:25:36,69.16,51.7,50.63,
1798,2022/06/23 03:35:36,69.39,51.6,50.79,
1799,2022/06/23 03:45:36,69.56,51.5,50.91,
1800,2022/06/23 03:55:36,69.64,51.5,50.97,
1801,2022/06/23 04:05:36,69.74,51.5,51.07,
1802,2022/06/23 04:15:36,69.56,51.6,50.96,
1803,2022/06/23 04:25:36,69.39,51.8,50.90,
1804,2022/06/23 04:35:36,69.21,52.0,50.84,
1805,2022/06/23 04:45:36,68.98,52.2,50.72,
1806,2022/06/23 04:55:36,68.85,52.4,50.71,
1807,2022/06/23 05:05:36,68.82,52.6,50.80,
1808,2022/06/23 05:15:36,68.70,52.7,50.73,
1809,2022/06/23 05:25:36,68.65,52.9,50.78,
1810,2022/06/23 05:35:36,68.60,53.0,50.78,
1811,2022/06/23 05:45:36,68.57,53.2,50.87,
1812,2022/06/23 05:55:36,68.60,53.3,50.94,
1813,2022/06/23 06:05:36,68.55,53.4,50.95,
1814,2022/06/23 06:15:36,68.50,53.5,50.95,
1815,2022/06/23 06:25:36,68.50,53.6,51.00,
1816,2022/06/23 06:35:36,68.47,53.7,51.02,
1817,2022/06/23 06:45:36,68.60,53.8,51.19,
1818,2022/06/23 06:55:36,68.75,53.7,51.29,
1819,2022/06/23 07:05:36,69.03,53.5,51.44,
1820,2022/06/23 07:15:36,69.21,53.3,51.50,
1821,2022/06/23 07:25:36,69.31,53.1,51.50,
1822,2022/06/23 07:35:36,69.41,52.9,51.48,
1823,2022/06/23 07:45:36,69.49,52.7,51.46,
1824,2022/06/23 07:55:36,69.54,52.5,51.41,
1825,2022/06/23 08:05:36,69.59,52.4,51.39,
1826,2022/06/23 08:15:36,69.62,52.3,51.38,
1827,2022/06/23 08:25:36,69.62,52.1,51.27,
1828,2022/06/23 08:35:36,69.56,52.0,51.17,
1829,2022/06/23 08:45:36,69.56,51.9,51.12,
1830,2022/06/23 08:55:36,69.54,51.8,51.05,
1831,2022/06/23 09:05:36,69.56,51.6,50.96,
1832,2022/06/23 09:15:36,69.59,51.5,50.92,
1833,2022/06/23 09:25:36,69.59,51.4,50.87,
1834,2022/06/23 09:35:36,69.59,51.3,50.82,
1835,2022/06/23 09:45:36,69.56,51.3,50.80,
1836,2022/06/23 09:55:36,69.56,51.2,50.75,
1837,2022/06/23 10:05:36,69.56,51.2,50.75,
1838,2022/06/23 10:15:36,69.59,51.1,50.71,
1839,2022/06/23 10:25:36,69.54,51.1,50.68,
1840,2022/06/23 10:35:36,69.56,51.0,50.64,
1841,2022/06/23 10:45:36,69.52,50.9,50.54,
1842,2022/06/23 10:55:36,69.52,50.9,50.54,
1843,2022/06/23 11:05:36,69.54,50.9,50.57,
1844,2022/06/23 11:15:36,69.44,50.9,50.48,
1845,2022/06/23 11:25:36,69.46,50.8,50.44,
1846,2022/06/23 11:35:36,69.44,50.7,50.37,
1847,2022/06/23 11:45:36,69.44,50.7,50.37,
1848,2022/06/23 11:55:36,69.34,50.7,50.27,
1849,2022/06/23 12:05:36,69.36,50.7,50.30,
1850,2022/06/23 12:15:36,69.34,50.7,50.27,
1851,2022/06/23 12:25:36,69.39,50.6,50.27,
1852,2022/06/23 12:35:36,69.41,50.6,50.28,
1853,2022/06/23 12:45:36,69.44,50.6,50.31,
1854,2022/06/23 12:55:36,69.49,50.6,50.37,
1855,2022/06/23 13:05:36,69.46,50.6,50.33,
1856,2022/06/23 13:15:36,69.56,50.6,50.43,
1857,2022/06/23 13:25:36,69.56,50.5,50.38,
1858,2022/06/23 13:35:36,69.64,50.6,50.50,
1859,2022/06/23 13:45:36,69.59,50.5,50.40,
1860,2022/06/23 13:55:36,69.41,50.8,50.39,
1861,2022/06/23 14:05:36,69.24,51.1,50.40,
1862,2022/06/23 14:15:36,69.08,51.3,50.35,
1863,2022/06/23 14:25:36,69.14,51.4,50.46,
1864,2022/06/23 14:35:36,69.59,50.8,50.55,
1865,2022/06/23 14:45:36,70.15,50.6,50.96,
1866,2022/06/23 14:55:36,70.66,50.3,51.28,
1867,2022/06/23 15:05:36,71.07,50.1,51.56,
1868,2022/06/23 15:15:36,71.55,49.8,51.82,
1869,2022/06/23 15:25:36,71.91,49.6,52.04,
1870,2022/06/23 15:35:36,72.27,49.4,52.26,
1871,2022/06/23 15:45:36,72.57,49.2,52.44,
1872,2022/06/23 15:55:36,72.78,49.1,52.58,
1873,2022/06/23 16:05:36,73.00,49.0,52.72,
1874,2022/06/23 16:15:36,73.18,48.8,52.77,
1875,2022/06/23 16:25:36,73.03,49.2,52.85,
1876,2022/06/23 16:35:36,73.03,50.1,53.34,
1877,2022/06/23 16:45:36,73.00,50.7,53.65,
1878,2022/06/23 16:55:36,72.95,50.9,53.71,
1879,2022/06/23 17:05:36,72.72,51.0,53.55,
1880,2022/06/23 17:15:36,72.37,51.2,53.34,
1881,2022/06/23 17:25:36,71.88,51.5,53.05,
1882,2022/06/23 17:35:36,71.47,51.9,52.88,
1883,2022/06/23 17:45:36,70.97,52.0,52.47,
1884,2022/06/23 17:55:36,70.53,52.4,52.28,
1885,2022/06/23 18:05:36,70.13,52.7,52.05,
1886,2022/06/23 18:15:36,69.90,53.4,52.20,
1887,2022/06/23 18:25:36,69.82,54.1,52.48,
1888,2022/06/23 18:35:36,70.00,54.0,52.59,
1889,2022/06/23 18:45:36,70.25,53.7,52.67,
1890,2022/06/23 18:55:36,70.46,53.5,52.77,
1891,2022/06/23 19:05:36,70.68,53.3,52.87,
1892,2022/06/23 19:15:36,70.84,53.1,52.92,
1893,2022/06/23 19:25:36,70.73,53.1,52.82,
1894,2022/06/23 19:35:36,70.61,53.2,52.75,
1895,2022/06/23 19:45:36,70.43,53.4,52.69,
1896,2022/06/23 19:55:36,70.23,53.5,52.56,
1897,2022/06/23 20:05:36,70.13,53.6,52.51,
1898,2022/06/23 20:15:36,70.00,53.7,52.44,
1899,2022/06/23 20:25:36,69.82,53.8,52.33,
1900,2022/06/23 20:35:36,69.77,53.8,52.28,
1901,2022/06/23 20:45:36,69.69,53.9,52.26,
1902,2022/06/23 20:55:36,69.59,54.0,52.21,
1903,2022/06/23 21:05:36,69.54,54.0,52.17,
1904,2022/06/23 21:15:36,69.52,54.0,52.14,
1905,2022/06/23 21:25:36,69.64,54.0,52.26,
1906,2022/06/23 21:35:36,69.87,53.7,52.32,
1907,2022/06/23 21:45:36,70.05,53.5,52.39,
1908,2022/06/23 21:55:36,70.28,53.3,52.51,
1909,2022/06/23 22:05:36,70.43,53.1,52.54,
1910,2022/06/23 22:15:36,70.43,53.1,52.54,
1911,2022/06/23 22:25:36,70.23,53.1,52.35,
1912,2022/06/23 22:35:36,70.13,53.2,52.30,
1913,2022/06/23 22:45:36,70.05,53.3,52.29,
1914,2022/06/23 22:55:36,69.92,53.3,52.17,
1915,2022/06/23 23:05:36,69.82,53.4,52.12,
1916,2022/06/23 23:15:36,69.77,53.5,52.12,
1917,2022/06/23 23:25:36,69.69,53.5,52.06,
1918,2022/06/23 23:35:36,69.64,53.5,52.01,
1919,2022/06/23 23:45:36,69.56,53.5,51.94,
1920,2022/06/23 23:55:36,69.54,53.6,51.97,
1921,2022/06/24 00:05:36,69.46,53.6,51.89,
1922,2022/06/24 00:15:36,69.46,53.6,51.89,
1923,2022/06/24 00:25:36,69.62,53.6,52.04,
1924,2022/06/24 00:35:36,69.79,53.4,52.09,
1925,2022/06/24 00:45:36,70.00,53.2,52.19,
1926,2022/06/24 00:55:36,70.10,53.0,52.19,
1927,2022/06/24 01:05:36,70.28,52.9,52.30,
1928,2022/06/24 01:15:36,70.33,52.8,52.28,
1929,2022/06/24 01:25:36,70.20,52.8,52.17,
1930,2022/06/24 01:35:36,70.10,52.8,52.08,
1931,2022/06/24 01:45:36,69.97,52.9,52.00,
1932,2022/06/24 01:55:36,69.79,53.0,51.88,
1933,2022/06/24 02:05:36,69.67,53.1,51.84,
1934,2022/06/24 02:15:36,69.54,53.1,51.72,
1935,2022/06/24 02:25:36,69.49,53.2,51.72,
1936,2022/06/24 02:35:36,69.36,53.3,51.65,
1937,2022/06/24 02:45:36,69.36,53.3,51.65,
1938,2022/06/24 02:55:36,69.29,53.4,51.64,
1939,2022/06/24 03:05:36,69.24,53.5,51.64,
1940,2022/06/24 03:15:36,69.18,53.6,51.64,
1941,2022/06/24 03:25:36,69.14,53.6,51.59,
1942,2022/06/24 03:35:36,69.08,53.7,51.59,
1943,2022/06/24 03:45:36,69.06,53.7,51.57,
1944,2022/06/24 03:55:36,69.14,53.6,51.59,
1945,2022/06/24 04:05:36,69.39,53.3,51.67,
1946,2022/06/24 04:15:36,69.67,52.9,51.73,
1947,2022/06/24 04:25:36,69.82,52.7,51.76,
1948,2022/06/24 04:35:36,70.08,52.4,51.86,
1949,2022/06/24 04:45:36,70.15,52.2,51.81,
1950,2022/06/24 04:55:36,69.92,52.3,51.66,
1951,2022/06/24 05:05:36,69.72,52.5,51.58,
1952,2022/06/24 05:15:36,69.52,52.7,51.48,
1953,2022/06/24 05:25:36,69.36,52.8,51.40,
1954,2022/06/24 05:35:36,69.26,52.9,51.35,
1955,2022/06/24 05:45:36,69.18,53.0,51.33,
1956,2022/06/24 05:55:36,69.14,53.0,51.29,
1957,2022/06/24 06:05:36,69.08,53.0,51.23,
1958,2022/06/24 06:15:36,69.06,53.1,51.27,
1959,2022/06/24 06:25:36,69.24,52.9,51.33,
1960,2022/06/24 06:35:36,69.46,52.7,51.43,
1961,2022/06/24 06:45:36,69.67,52.4,51.48,
1962,2022/06/24 06:55:36,69.87,52.1,51.50,
1963,2022/06/24 07:05:36,70.00,51.9,51.52,
1964,2022/06/24 07:15:36,70.05,51.8,51.51,
1965,2022/06/24 07:25:36,69.97,51.7,51.38,
1966,2022/06/24 07:35:36,69.77,51.9,51.30,
1967,2022/06/24 07:45:36,69.52,52.1,51.17,
1968,2022/06/24 07:55:36,69.34,52.2,51.06,
1969,2022/06/24 08:05:36,69.18,52.3,50.98,
1970,2022/06/24 08:15:36,69.08,52.4,50.93,
1971,2022/06/24 08:25:36,68.98,52.5,50.88,
1972,2022/06/24 08:35:36,68.93,52.5,50.84,
1973,2022/06/24 08:45:36,69.03,52.3,50.82,
1974,2022/06/24 08:55:36,69.26,52.0,50.89,
1975,2022/06/24 09:05:36,69.54,51.7,51.00,
1976,2022/06/24 09:15:36,69.72,51.4,51.00,
1977,2022/06/24 09:25:36,69.84,51.1,50.95,
1978,2022/06/24 09:35:36,70.03,50.9,51.02,
1979,2022/06/24 09:45:36,69.92,50.9,50.92,
1980,2022/06/24 09:55:36,69.64,51.1,50.76,
1981,2022/06/24 10:05:36,69.39,51.2,50.58,
1982,2022/06/24 10:15:36,69.21,51.4,50.52,
1983,2022/06/24 10:25:36,69.08,51.6,50.51,
1984,2022/06/24 10:35:36,69.18,51.6,50.61,
1985,2022/06/24 10:45:36,69.36,51.4,50.67,
1986,2022/06/24 10:55:36,69.54,51.1,50.68,
1987,2022/06/24 11:05:36,69.69,51.0,50.76,
1988,2022/06/24 11:15:36,69.82,50.8,50.77,
1989,2022/06/24 11:25:36,69.87,50.7,50.77,
1990,2022/06/24 11:35:36,69.95,50.6,50.78,
1991,2022/06/24 11:45:36,69.77,50.6,50.61,
1992,2022/06/24 11:55:36,69.54,50.9,50.57,
1993,2022/06/24 12:05:36,69.29,51.2,50.50,
1994,2022/06/24 12:15:36,69.08,51.5,50.46,
1995,2022/06/24 12:25:36,68.90,51.6,50.35,
1996,2022/06/24 12:35:36,68.93,51.6,50.38,
1997,2022/06/24 12:45:36,69.06,51.4,50.39,
1998,2022/06/24 12:55:36,69.29,51.1,50.45,
1999,2022/06/24 13:05:36,69.49,50.9,50.53,
2000,2022/06/24 13:15:36,69.62,50.8,50.59,
2001,2022/06/24 13:25:36,69.72,50.6,50.58,
2002,2022/06/24 13:35:36,69.84,50.4,50.57,
2003,2022/06/24 13:45:36,69.92,50.3,50.60,
2004,2022/06/24 13:55:36,69.82,50.2,50.45,
2005,2022/06/24 14:05:36,69.56,50.4,50.33,
2006,2022/06/24 14:15:36,69.34,50.7,50.27,
2007,2022/06/24 14:25:36,69.21,50.8,50.21,
2008,2022/06/24 14:35:36,69.06,51.0,50.18,
2009,2022/06/24 14:45:36,69.00,51.1,50.18,
2010,2022/06/24 14:55:36,69.18,51.1,50.35,
2011,2022/06/24 15:05:36,69.49,50.8,50.47,
2012,2022/06/24 15:15:36,69.77,50.5,50.56,
2013,2022/06/24 15:25:36,70.00,50.3,50.67,
2014,2022/06/24 15:35:36,70.15,50.1,50.69,
2015,2022/06/24 15:45:36,70.23,49.9,50.67,
2016,2022/06/24 15:55:36,70.35,49.8,50.73,
2017,2022/06/24 16:05:36,70.46,49.6,50.72,
2018,2022/06/24 16:15:36,70.38,49.7,50.69,
2019,2022/06/24 16:25:36,70.25,49.9,50.69,
2020,2022/06/24 16:35:36,70.05,50.0,50.56,
2021,2022/06/24 16:45:36,69.87,50.2,50.50,
2022,2022/06/24 16:55:36,69.79,50.3,50.47,
2023,2022/06/24 17:05:36,69.69,50.3,50.39,
2024,2022/06/24 17:15:36,69.59,50.5,50.40,
2025,2022/06/24 17:25:36,69.54,50.6,50.42,
2026,2022/06/24 17:35:36,69.59,50.7,50.50,
2027,2022/06/24 17:45:36,69.90,50.5,50.69,
2028,2022/06/24 17:55:36,70.30,50.2,50.90,
2029,2022/06/24 18:05:36,70.68,50.0,51.14,
2030,2022/06/24 18:15:36,70.78,50.0,51.22,
2031,2022/06/24 18:25:36,70.63,50.1,51.14,
2032,2022/06/24 18:35:36,70.48,50.3,51.12,
2033,2022/06/24 18:45:36,70.30,50.4,51.00,
2034,2022/06/24 18:55:36,70.20,50.6,51.01,
2035,2022/06/24 19:05:36,70.13,50.7,51.00,
2036,2022/06/24 19:15:36,70.08,50.8,51.02,
2037,2022/06/24 19:25:36,69.97,50.9,50.96,
2038,2022/06/24 19:35:36,69.95,50.9,50.94,
2039,2022/06/24 19:45:36,69.92,51.0,50.98,
2040,2022/06/24 19:55:36,69.90,51.0,50.96,
2041,2022/06/24 20:05:36,69.90,51.1,51.01,
2042,2022/06/24 20:15:36,69.82,51.1,50.93,
2043,2022/06/24 20:25:36,69.79,51.2,50.95,
2044,2022/06/24 20:35:36,69.77,51.3,50.98,
2045,2022/06/24 20:45:36,69.74,51.3,50.97,
2046,2022/06/24 20:55:36,69.77,51.4,51.04,
2047,2022/06/24 21:05:36,69.77,51.5,51.09,
2048,2022/06/24 21:15:36,69.77,51.5,51.09,
2049,2022/06/24 21:25:36,69.87,51.6,51.24,
2050,2022/06/24 21:35:36,69.90,51.5,51.22,
2051,2022/06/24 21:45:36,69.87,51.5,51.19,
2052,2022/06/24 21:55:36,69.77,51.6,51.14,
2053,2022/06/24 22:05:36,69.72,51.7,51.16,
2054,2022/06/24 22:15:36,69.62,51.8,51.11,
2055,2022/06/24 22:25:36,69.54,51.8,51.05,
2056,2022/06/24 22:35:36,69.52,52.0,51.12,
2057,2022/06/24 22:45:36,69.49,52.0,51.10,
2058,2022/06/24 22:55:36,69.54,52.0,51.15,
2059,2022/06/24 23:05:36,69.72,52.0,51.32,
2060,2022/06/24 23:15:36,69.87,51.9,51.40,
2061,2022/06/24 23:25:36,70.10,51.8,51.56,
2062,2022/06/24 23:35:36,70.23,51.6,51.58,
2063,2022/06/24 23:45:36,70.33,51.4,51.55,
