File Version,Hardware Type,Model,Data Logger Name,Serial Number,Sample Rate,Total Alarms
1,3,EL-SIE-2+,UM_WG,24de6b085df773dd,600,2,

Channel Number,Channel Name,Channel Type
1,Temperature,1
2,Humidity,2
3,Dew Point,4

Channel Number,Channel Name,Alarm Type,High Threshold,Low Threshold,Delay,Hold
1,Temperature,High Alarm,70.00,,0,0
1,Temperature,Low Alarm,,64.00,0,0

Reading,Date / Time (UTC),Channel 1 (°F),Channel 2 (%RH),Channel 3 (°F),
5378,2022/07/18 00:15:36,71.27,45.5,49.14,
5379,2022/07/18 00:25:36,71.22,45.5,49.09,
5380,2022/07/18 00:35:36,71.27,45.5,49.14,
5381,2022/07/18 00:45:36,71.25,45.5,49.13,
5382,2022/07/18 00:55:36,71.27,45.4,49.08,
5383,2022/07/18 01:05:36,71.27,45.5,49.14,
5384,2022/07/18 01:15:36,71.27,45.5,49.14,
5385,2022/07/18 01:25:36,71.29,45.5,49.16,
5386,2022/07/18 01:35:36,71.27,45.5,49.14,
5387,2022/07/18 01:45:36,71.27,45.5,49.14,
5388,2022/07/18 01:55:36,71.29,45.5,49.16,
5389,2022/07/18 02:05:36,71.25,45.5,49.13,
5390,2022/07/18 02:15:36,71.15,45.5,49.03,
5391,2022/07/18 02:25:36,71.15,45.6,49.09,
5392,2022/07/18 02:35:36,71.17,45.6,49.10,
5393,2022/07/18 02:45:36,71.09,45.6,49.04,
5394,2022/07/18 02:55:36,71.07,45.6,49.02,
5395,2022/07/18 03:05:36,71.02,45.6,48.97,
5396,2022/07/18 03:15:36,70.97,45.7,48.98,
5397,2022/07/18 03:25:36,70.94,45.7,48.95,
5398,2022/07/18 03:35:36,70.94,45.7,48.95,
5399,2022/07/18 03:45:36,70.94,45.7,48.95,
5400,2022/07/18 03:55:36,70.91,45.7,48.93,
5401,2022/07/18 04:05:36,70.81,45.7,48.83,
5402,2022/07/18 04:15:36,70.73,45.7,48.77,
5403,2022/07/18 04:25:36,70.76,45.7,48.78,
5404,2022/07/18 04:35:36,70.71,45.7,48.75,
5405,2022/07/18 04:45:36,70.68,45.7,48.72,
5406,2022/07/18 04:55:36,70.66,45.7,48.70,
5407,2022/07/18 05:05:36,70.61,45.8,48.71,
5408,2022/07/18 05:15:36,70.63,45.7,48.67,
5409,2022/07/18 05:25:36,70.63,45.8,48.73,
5410,2022/07/18 05:35:36,70.61,45.8,48.71,
5411,2022/07/18 05:45:36,70.56,45.8,48.66,
5412,2022/07/18 05:55:36,70.56,45.9,48.72,
5413,2022/07/18 06:05:36,70.63,45.8,48.73,
5414,2022/07/18 06:15:36,70.66,45.8,48.76,
5415,2022/07/18 06:25:36,70.71,45.8,48.81,
5416,2022/07/18 06:35:36,70.66,45.8,48.76,
5417,2022/07/18 06:45:36,70.73,45.8,48.83,
5418,2022/07/18 06:55:36,70.71,45.9,48.87,
5419,2022/07/18 07:05:36,70.66,45.9,48.82,
5420,2022/07/18 07:15:36,70.61,45.9,48.77,
5421,2022/07/18 07:25:36,70.58,45.9,48.74,
5422,2022/07/18 07:35:36,70.63,45.9,48.79,
5423,2022/07/18 07:45:36,70.63,46.0,48.84,
5424,2022/07/18 07:55:36,70.61,46.0,48.83,
5425,2022/07/18 08:05:36,70.53,46.0,48.76,
5426,2022/07/18 08:15:36,70.58,46.0,48.80,
5427,2022/07/18 08:25:36,70.56,46.0,48.78,
5428,2022/07/18 08:35:36,70.51,46.0,48.73,
5429,2022/07/18 08:45:36,70.51,46.1,48.79,
5430,2022/07/18 08:55:36,70.46,46.1,48.75,
5431,2022/07/18 09:05:36,70.48,46.1,48.77,
5432,2022/07/18 09:15:36,70.48,46.2,48.83,
5433,2022/07/18 09:25:36,70.43,46.1,48.72,
5434,2022/07/18 09:35:36,70.43,46.2,48.78,
5435,2022/07/18 09:45:36,70.35,46.2,48.71,
5436,2022/07/18 09:55:36,70.33,46.2,48.68,
5437,2022/07/18 10:05:36,70.30,46.2,48.66,
5438,2022/07/18 10:15:36,70.28,46.2,48.65,
5439,2022/07/18 10:25:36,70.30,46.2,48.66,
5440,2022/07/18 10:35:36,70.30,46.3,48.72,
5441,2022/07/18 10:45:36,70.35,46.3,48.77,
5442,2022/07/18 10:55:36,70.30,46.4,48.78,
5443,2022/07/18 11:05:36,70.30,46.3,48.72,
5444,2022/07/18 11:15:36,70.25,46.4,48.73,
5445,2022/07/18 11:25:36,70.23,46.4,48.71,
5446,2022/07/18 11:35:36,70.18,46.4,48.67,
5447,2022/07/18 11:45:36,70.20,46.5,48.74,
5448,2022/07/18 11:55:36,70.15,46.5,48.69,
5449,2022/07/18 12:05:36,70.10,46.5,48.66,
5450,2022/07/18 12:15:36,70.05,46.5,48.61,
5451,2022/07/18 12:25:36,70.05,46.5,48.61,
5452,2022/07/18 12:35:36,70.10,46.5,48.66,
5453,2022/07/18 12:45:36,70.10,46.6,48.71,
5454,2022/07/18 12:55:36,70.05,46.6,48.67,
5455,2022/07/18 13:05:36,70.08,46.6,48.70,
5456,2022/07/18 13:15:36,70.08,46.6,48.70,
5457,2022/07/18 13:25:36,70.08,46.6,48.70,
5458,2022/07/18 13:35:36,70.13,46.6,48.73,
5459,2022/07/18 13:45:36,70.10,46.6,48.71,
5460,2022/07/18 13:55:36,70.13,46.6,48.73,
5461,2022/07/18 14:05:36,70.18,46.7,48.84,
5462,2022/07/18 14:15:36,70.23,46.7,48.89,
5463,2022/07/18 14:25:36,70.40,46.7,49.04,
5464,2022/07/18 14:35:36,70.56,46.6,49.13,
5465,2022/07/18 14:45:36,70.76,46.5,49.25,
5466,2022/07/18 14:55:36,71.02,46.4,49.44,
5467,2022/07/18 15:05:36,71.19,46.3,49.53,
5468,2022/07/18 15:15:36,71.45,46.2,49.71,
5469,2022/07/18 15:25:36,71.63,46.0,49.76,
5470,2022/07/18 15:35:36,71.83,45.9,49.88,
5471,2022/07/18 15:45:36,72.24,45.4,49.97,
5472,2022/07/18 15:55:36,72.57,45.1,50.08,
5473,2022/07/18 16:05:36,72.90,44.8,50.20,
5474,2022/07/18 16:15:36,73.00,44.6,50.17,
5475,2022/07/18 16:25:36,72.98,44.5,50.10,
5476,2022/07/18 16:35:36,72.75,44.4,49.82,
5477,2022/07/18 16:45:36,72.65,44.4,49.73,
5478,2022/07/18 16:55:36,72.52,44.4,49.61,
5479,2022/07/18 17:05:36,72.44,44.5,49.61,
5480,2022/07/18 17:15:36,72.34,44.5,49.51,
5481,2022/07/18 17:25:36,72.16,44.5,49.35,
5482,2022/07/18 17:35:36,72.06,44.5,49.26,
5483,2022/07/18 17:45:36,72.01,44.6,49.28,
5484,2022/07/18 17:55:36,71.96,44.6,49.23,
5485,2022/07/18 18:05:36,71.88,44.7,49.22,
5486,2022/07/18 18:15:36,71.83,44.7,49.17,
5487,2022/07/18 18:25:36,71.78,44.7,49.12,
5488,2022/07/18 18:35:36,71.65,44.8,49.07,
5489,2022/07/18 18:45:36,71.78,44.9,49.24,
5490,2022/07/18 18:55:36,71.86,44.9,49.31,
5491,2022/07/18 19:05:36,72.01,44.8,49.40,
5492,2022/07/18 19:15:36,72.09,44.8,49.46,
5493,2022/07/18 19:25:36,72.14,44.7,49.45,
5494,2022/07/18 19:35:36,72.16,44.7,49.47,
5495,2022/07/18 19:45:36,72.19,44.7,49.50,
5496,2022/07/18 19:55:36,72.16,44.6,49.41,
5497,2022/07/18 20:05:36,72.16,44.6,49.41,
5498,2022/07/18 20:15:36,72.14,44.6,49.39,
5499,2022/07/18 20:25:36,72.19,44.5,49.38,
5500,2022/07/18 20:35:36,72.19,44.6,49.44,
5501,2022/07/18 20:45:36,72.16,44.6,49.41,
5502,2022/07/18 20:55:36,72.19,44.5,49.38,
5503,2022/07/18 21:05:36,72.11,44.5,49.30,
5504,2022/07/18 21:15:36,72.11,44.5,49.30,
5505,2022/07/18 21:25:36,72.14,44.5,49.33,
5506,2022/07/18 21:35:36,72.19,44.5,49.38,
5507,2022/07/18 21:45:36,72.16,44.5,49.35,
5508,2022/07/18 21:55:36,72.06,44.7,49.38,
5509,2022/07/18 22:05:36,71.91,44.7,49.24,
5510,2022/07/18 22:15:36,71.81,44.9,49.28,
5511,2022/07/18 22:25:36,71.73,44.9,49.19,
5512,2022/07/18 22:35:36,71.60,45.0,49.14,
5513,2022/07/18 22:45:36,71.57,45.0,49.11,
5514,2022/07/18 22:55:36,71.50,45.1,49.10,
5515,2022/07/18 23:05:36,71.47,45.1,49.08,
5516,2022/07/18 23:15:36,71.47,45.2,49.14,
5517,2022/07/18 23:25:36,71.47,45.2,49.14,
5518,2022/07/18 23:35:36,71.42,45.2,49.09,
5519,2022/07/18 23:45:36,71.47,45.2,49.14,
5520,2022/07/18 23:55:36,71.42,45.3,49.15,
5521,2022/07/19 00:05:36,71.39,45.3,49.12,
5522,2022/07/19 00:15:36,71.45,45.3,49.19,
5523,2022/07/19 00:25:36,71.50,45.3,49.22,
5524,2022/07/19 00:35:36,71.42,45.4,49.21,
5525,2022/07/19 00:45:36,71.47,45.3,49.20,
5526,2022/07/19 00:55:36,71.42,45.4,49.21,
5527,2022/07/19 01:05:36,71.45,45.4,49.25,
5528,2022/07/19 01:15:36,71.42,45.4,49.21,
5529,2022/07/19 01:25:36,71.37,45.4,49.16,
5530,2022/07/19 01:35:36,71.37,45.4,49.16,
5531,2022/07/19 01:45:36,71.39,45.4,49.18,
5532,2022/07/19 01:55:36,71.35,45.4,49.15,
5533,2022/07/19 02:05:36,71.25,45.5,49.13,
5534,2022/07/19 02:15:36,71.27,45.5,49.14,
5535,2022/07/19 02:25:36,71.27,45.5,49.14,
5536,2022/07/19 02:35:36,71.27,45.5,49.14,
5537,2022/07/19 02:45:36,71.25,45.5,49.13,
5538,2022/07/19 02:55:36,71.22,45.5,49.09,
5539,2022/07/19 03:05:36,71.22,45.6,49.15,
5540,2022/07/19 03:15:36,71.19,45.6,49.12,
5541,2022/07/19 03:25:36,71.17,45.6,49.10,
5542,2022/07/19 03:35:36,71.09,45.6,49.04,
5543,2022/07/19 03:45:36,71.07,45.6,49.02,
5544,2022/07/19 03:55:36,71.07,45.6,49.02,
5545,2022/07/19 04:05:36,70.99,45.7,49.00,
5546,2022/07/19 04:15:36,70.97,45.7,48.98,
5547,2022/07/19 04:25:36,70.94,45.7,48.95,
5548,2022/07/19 04:35:36,70.97,45.7,48.98,
5549,2022/07/19 04:45:36,70.94,45.7,48.95,
5550,2022/07/19 04:55:36,70.94,45.7,48.95,
5551,2022/07/19 05:05:36,70.91,45.7,48.93,
5552,2022/07/19 05:15:36,70.89,45.7,48.91,
5553,2022/07/19 05:25:36,70.87,45.8,48.94,
5554,2022/07/19 05:35:36,70.87,45.7,48.88,
5555,2022/07/19 05:45:36,70.84,45.8,48.92,
5556,2022/07/19 05:55:36,70.81,45.8,48.89,
5557,2022/07/19 06:05:36,70.81,45.8,48.89,
5558,2022/07/19 06:15:36,70.81,45.8,48.89,
5559,2022/07/19 06:25:36,70.84,45.8,48.92,
5560,2022/07/19 06:35:36,70.76,45.8,48.84,
5561,2022/07/19 06:45:36,70.76,45.8,48.84,
5562,2022/07/19 06:55:36,70.81,45.8,48.89,
5563,2022/07/19 07:05:36,70.71,45.8,48.81,
5564,2022/07/19 07:15:36,70.76,45.8,48.84,
5565,2022/07/19 07:25:36,70.76,45.8,48.84,
5566,2022/07/19 07:35:36,70.78,45.8,48.86,
5567,2022/07/19 07:45:36,70.68,45.8,48.78,
5568,2022/07/19 07:55:36,70.73,45.8,48.83,
5569,2022/07/19 08:05:36,70.73,45.9,48.88,
5570,2022/07/19 08:15:36,70.73,45.8,48.83,
5571,2022/07/19 08:25:36,70.68,45.9,48.84,
5572,2022/07/19 08:35:36,70.66,45.9,48.82,
5573,2022/07/19 08:45:36,70.63,45.9,48.79,
5574,2022/07/19 08:55:36,70.61,45.9,48.77,
5575,2022/07/19 09:05:36,70.61,45.9,48.77,
5576,2022/07/19 09:15:36,70.56,45.9,48.72,
5577,2022/07/19 09:25:36,70.58,45.9,48.74,
5578,2022/07/19 09:35:36,70.58,45.9,48.74,
5579,2022/07/19 09:45:36,70.56,45.8,48.66,
5580,2022/07/19 09:55:36,70.53,45.9,48.70,
5581,2022/07/19 10:05:36,70.51,45.9,48.67,
5582,2022/07/19 10:15:36,70.48,45.9,48.66,
5583,2022/07/19 10:25:36,70.46,45.9,48.64,
5584,2022/07/19 10:35:36,70.51,45.9,48.67,
5585,2022/07/19 10:45:36,70.43,45.9,48.60,
5586,2022/07/19 10:55:36,70.43,45.9,48.60,
5587,2022/07/19 11:05:36,70.40,46.0,48.63,
5588,2022/07/19 11:15:36,70.46,45.9,48.64,
5589,2022/07/19 11:25:36,70.43,45.9,48.60,
5590,2022/07/19 11:35:36,70.38,45.9,48.56,
5591,2022/07/19 11:45:36,70.40,46.0,48.63,
5592,2022/07/19 11:55:36,70.40,45.9,48.57,
5593,2022/07/19 12:05:36,70.38,45.9,48.56,
5594,2022/07/19 12:15:36,70.40,45.9,48.57,
5595,2022/07/19 12:25:36,70.38,46.0,48.61,
5596,2022/07/19 12:35:36,70.38,46.0,48.61,
5597,2022/07/19 12:45:36,70.33,46.0,48.57,
5598,2022/07/19 12:55:36,70.30,46.0,48.55,
5599,2022/07/19 13:05:36,70.33,46.0,48.57,
5600,2022/07/19 13:15:36,70.25,46.1,48.56,
5601,2022/07/19 13:25:36,70.35,46.1,48.66,
5602,2022/07/19 13:35:36,70.33,46.1,48.62,
5603,2022/07/19 13:45:36,70.33,46.1,48.62,
5604,2022/07/19 13:55:36,70.40,46.1,48.69,
5605,2022/07/19 14:05:36,70.38,46.1,48.67,
5606,2022/07/19 14:15:36,70.46,46.1,48.75,
5607,2022/07/19 14:25:36,70.58,46.0,48.80,
5608,2022/07/19 14:35:36,70.76,46.0,48.96,
5609,2022/07/19 14:45:36,70.89,46.0,49.09,
5610,2022/07/19 14:55:36,71.17,45.9,49.28,
5611,2022/07/19 15:05:36,71.32,45.8,49.35,
5612,2022/07/19 15:15:36,71.55,45.6,49.45,
5613,2022/07/19 15:25:36,71.76,45.5,49.58,
5614,2022/07/19 15:35:36,71.96,45.4,49.70,
5615,2022/07/19 15:45:36,72.06,45.3,49.74,
5616,2022/07/19 15:55:36,72.19,45.2,49.80,
5617,2022/07/19 16:05:36,72.24,45.1,49.79,
5618,2022/07/19 16:15:36,72.42,45.0,49.89,
5619,2022/07/19 16:25:36,72.47,44.8,49.80,
5620,2022/07/19 16:35:36,72.44,44.8,49.79,
5621,2022/07/19 16:45:36,72.49,44.7,49.76,
5622,2022/07/19 16:55:36,72.44,44.7,49.73,
5623,2022/07/19 17:05:36,72.39,44.7,49.68,
5624,2022/07/19 17:15:36,72.42,44.6,49.65,
5625,2022/07/19 17:25:36,72.37,44.6,49.60,
5626,2022/07/19 17:35:36,72.31,44.6,49.54,
5627,2022/07/19 17:45:36,72.27,44.6,49.50,
5628,2022/07/19 17:55:36,72.19,44.6,49.44,
5629,2022/07/19 18:05:36,72.16,44.6,49.41,
5630,2022/07/19 18:15:36,72.06,44.7,49.38,
5631,2022/07/19 18:25:36,72.04,44.7,49.35,
5632,2022/07/19 18:35:36,71.91,44.7,49.24,
5633,2022/07/19 18:45:36,71.86,44.7,49.19,
5634,2022/07/19 18:55:36,71.83,44.8,49.23,
5635,2022/07/19 19:05:36,71.76,44.8,49.17,
5636,2022/07/19 19:15:36,71.73,44.9,49.19,
5637,2022/07/19 19:25:36,71.67,44.9,49.15,
5638,2022/07/19 19:35:36,71.67,44.9,49.15,
5639,2022/07/19 19:45:36,71.60,44.9,49.08,
5640,2022/07/19 19:55:36,71.55,45.0,49.09,
5641,2022/07/19 20:05:36,71.45,45.1,49.07,
5642,2022/07/19 20:15:36,71.45,45.0,49.01,
5643,2022/07/19 20:25:36,71.39,45.1,49.00,
5644,2022/07/19 20:35:36,71.42,45.1,49.04,
5645,2022/07/19 20:45:36,71.45,45.1,49.07,
5646,2022/07/19 20:55:36,71.42,45.2,49.09,
5647,2022/07/19 21:05:36,71.42,45.2,49.09,
5648,2022/07/19 21:15:36,71.35,45.1,48.97,
5649,2022/07/19 21:25:36,71.37,45.2,49.05,
5650,2022/07/19 21:35:36,71.32,45.2,49.00,
5651,2022/07/19 21:45:36,71.29,45.2,48.98,
5652,2022/07/19 21:55:36,71.29,45.2,48.98,
5653,2022/07/19 22:05:36,71.29,45.2,48.98,
5654,2022/07/19 22:15:36,71.32,45.2,49.00,
5655,2022/07/19 22:25:36,71.25,45.2,48.95,
5656,2022/07/19 22:35:36,71.29,45.2,48.98,
5657,2022/07/19 22:45:36,71.29,45.2,48.98,
5658,2022/07/19 22:55:36,71.32,45.3,49.05,
5659,2022/07/19 23:05:36,71.35,45.3,49.09,
5660,2022/07/19 23:15:36,71.29,45.3,49.04,
5661,2022/07/19 23:25:36,71.32,45.3,49.05,
5662,2022/07/19 23:35:36,71.35,45.3,49.09,
5663,2022/07/19 23:45:36,71.35,45.3,49.09,
5664,2022/07/19 23:55:36,71.39,45.3,49.12,
5665,2022/07/20 00:05:36,71.37,45.3,49.11,
5666,2022/07/20 00:15:36,71.45,45.3,49.19,
5667,2022/07/20 00:25:36,71.45,45.3,49.19,
5668,2022/07/20 00:35:36,71.45,45.3,49.19,
5669,2022/07/20 00:45:36,71.47,45.3,49.20,
5670,2022/07/20 00:55:36,71.47,45.2,49.14,
5671,2022/07/20 01:05:36,71.45,45.3,49.19,
5672,2022/07/20 01:15:36,71.42,45.3,49.15,
5673,2022/07/20 01:25:36,71.42,45.3,49.15,
5674,2022/07/20 01:35:36,71.42,45.3,49.15,
5675,2022/07/20 01:45:36,71.37,45.3,49.11,
5676,2022/07/20 01:55:36,71.37,45.3,49.11,
5677,2022/07/20 02:05:36,71.37,45.4,49.16,
5678,2022/07/20 02:15:36,71.35,45.4,49.15,
5679,2022/07/20 02:25:36,71.32,45.4,49.11,
5680,2022/07/20 02:35:36,71.35,45.4,49.15,
5681,2022/07/20 02:45:36,71.25,45.4,49.07,
5682,2022/07/20 02:55:36,71.25,45.5,49.13,
5683,2022/07/20 03:05:36,71.22,45.5,49.09,
5684,2022/07/20 03:15:36,71.15,45.5,49.03,
5685,2022/07/20 03:25:36,71.19,45.5,49.06,
5686,2022/07/20 03:35:36,71.19,45.6,49.12,
5687,2022/07/20 03:45:36,71.19,45.5,49.06,
5688,2022/07/20 03:55:36,71.15,45.6,49.09,
5689,2022/07/20 04:05:36,71.15,45.7,49.14,
5690,2022/07/20 04:15:36,71.12,45.6,49.05,
5691,2022/07/20 04:25:36,71.07,45.7,49.08,
5692,2022/07/20 04:35:36,71.12,45.7,49.11,
5693,2022/07/20 04:45:36,71.12,45.8,49.17,
5694,2022/07/20 04:55:36,71.12,45.8,49.17,
5695,2022/07/20 05:05:36,71.09,45.8,49.15,
5696,2022/07/20 05:15:36,71.07,45.8,49.14,
5697,2022/07/20 05:25:36,71.09,45.9,49.21,
5698,2022/07/20 05:35:36,71.07,45.9,49.20,
5699,2022/07/20 05:45:36,71.07,45.9,49.20,
5700,2022/07/20 05:55:36,71.04,45.9,49.16,
5701,2022/07/20 06:05:36,70.99,45.9,49.11,
5702,2022/07/20 06:15:36,70.99,45.9,49.11,
5703,2022/07/20 06:25:36,70.97,46.0,49.16,
5704,2022/07/20 06:35:36,70.91,46.0,49.11,
5705,2022/07/20 06:45:36,70.97,45.9,49.10,
5706,2022/07/20 06:55:36,70.97,46.0,49.16,
5707,2022/07/20 07:05:36,70.94,46.0,49.12,
5708,2022/07/20 07:15:36,70.89,46.0,49.09,
5709,2022/07/20 07:25:36,70.89,46.1,49.15,
5710,2022/07/20 07:35:36,70.89,46.0,49.09,
5711,2022/07/20 07:45:36,70.87,46.0,49.06,
5712,2022/07/20 07:55:36,70.84,46.0,49.04,
5713,2022/07/20 08:05:36,70.87,46.1,49.12,
5714,2022/07/20 08:15:36,70.84,46.1,49.10,
5715,2022/07/20 08:25:36,70.87,46.1,49.12,
5716,2022/07/20 08:35:36,70.84,46.1,49.10,
5717,2022/07/20 08:45:36,70.81,46.1,49.07,
5718,2022/07/20 08:55:36,70.81,46.1,49.07,
5719,2022/07/20 09:05:36,70.78,46.2,49.09,
5720,2022/07/20 09:15:36,70.78,46.1,49.03,
5721,2022/07/20 09:25:36,70.84,46.2,49.16,
5722,2022/07/20 09:35:36,70.76,46.2,49.07,
5723,2022/07/20 09:45:36,70.81,46.3,49.18,
5724,2022/07/20 09:55:36,70.78,46.3,49.15,
5725,2022/07/20 10:05:36,70.76,46.3,49.13,
5726,2022/07/20 10:15:36,70.76,46.3,49.13,
5727,2022/07/20 10:25:36,70.76,46.3,49.13,
5728,2022/07/20 10:35:36,70.78,46.4,49.21,
5729,2022/07/20 10:45:36,70.73,46.4,49.17,
5730,2022/07/20 10:55:36,70.76,46.4,49.19,
5731,2022/07/20 11:05:36,70.76,46.5,49.25,
5732,2022/07/20 11:15:36,70.73,46.5,49.23,
5733,2022/07/20 11:25:36,70.68,46.6,49.24,
5734,2022/07/20 11:35:36,70.68,46.6,49.24,
5735,2022/07/20 11:45:36,70.68,46.6,49.24,
5736,2022/07/20 11:55:36,70.66,46.6,49.22,
5737,2022/07/20 12:05:36,70.63,46.7,49.25,
5738,2022/07/20 12:15:36,70.61,46.7,49.23,
5739,2022/07/20 12:25:36,70.63,46.7,49.25,
5740,2022/07/20 12:35:36,70.61,46.7,49.23,
5741,2022/07/20 12:45:36,70.63,46.7,49.25,
5742,2022/07/20 12:55:36,70.58,46.8,49.26,
5743,2022/07/20 13:05:36,70.56,46.8,49.24,
5744,2022/07/20 13:15:36,70.51,46.8,49.19,
5745,2022/07/20 13:25:36,70.56,46.9,49.30,
5746,2022/07/20 13:35:36,70.58,46.9,49.31,
5747,2022/07/20 13:45:36,70.56,47.0,49.36,
5748,2022/07/20 13:55:36,70.48,47.0,49.29,
5749,2022/07/20 14:05:36,70.53,47.0,49.34,
5750,2022/07/20 14:15:36,70.61,47.1,49.46,
5751,2022/07/20 14:25:36,70.53,47.1,49.40,
5752,2022/07/20 14:35:36,70.56,47.1,49.41,
5753,2022/07/20 14:45:36,70.61,47.1,49.46,
5754,2022/07/20 14:55:36,70.71,47.1,49.56,
5755,2022/07/20 15:05:36,70.94,47.1,49.76,
5756,2022/07/20 15:15:36,71.19,47.0,49.93,
5757,2022/07/20 15:25:36,71.37,46.9,50.04,
5758,2022/07/20 15:35:36,71.42,46.8,50.03,
5759,2022/07/20 15:45:36,71.52,46.8,50.13,
5760,2022/07/20 15:55:36,71.60,46.7,50.13,
5761,2022/07/20 16:05:36,71.63,46.7,50.17,
5762,2022/07/20 16:15:36,71.65,46.6,50.13,
5763,2022/07/20 16:25:36,71.63,46.6,50.11,
5764,2022/07/20 16:35:36,71.57,46.6,50.05,
5765,2022/07/20 16:45:36,71.50,46.5,49.92,
5766,2022/07/20 16:55:36,71.39,46.5,49.82,
5767,2022/07/20 17:05:36,71.35,46.5,49.79,
5768,2022/07/20 17:15:36,71.37,46.5,49.81,
5769,2022/07/20 17:25:36,71.37,46.5,49.81,
5770,2022/07/20 17:35:36,71.37,46.5,49.81,
5771,2022/07/20 17:45:36,71.35,46.5,49.79,
5772,2022/07/20 17:55:36,71.32,46.5,49.76,
5773,2022/07/20 18:05:36,71.35,46.5,49.79,
5774,2022/07/20 18:15:36,71.32,46.4,49.70,
5775,2022/07/20 18:25:36,71.32,46.4,49.70,
5776,2022/07/20 18:35:36,71.35,46.5,49.79,
5777,2022/07/20 18:45:36,71.29,46.4,49.68,
5778,2022/07/20 18:55:36,71.32,46.4,49.70,
5779,2022/07/20 19:05:36,71.27,46.4,49.67,
5780,2022/07/20 19:15:36,71.29,46.4,49.68,
5781,2022/07/20 19:25:36,71.29,46.4,49.68,
5782,2022/07/20 19:35:36,71.27,46.4,49.67,
5783,2022/07/20 19:45:36,71.32,46.4,49.70,
5784,2022/07/20 19:55:36,71.32,46.4,49.70,
5785,2022/07/20 20:05:36,71.42,46.4,49.80,
5786,2022/07/20 20:15:36,71.45,46.4,49.83,
5787,2022/07/20 20:25:36,71.60,46.4,49.96,
5788,2022/07/20 20:35:36,71.55,46.5,49.97,
5789,2022/07/20 20:45:36,71.60,46.5,50.02,
5790,2022/07/20 20:55:36,71.57,46.5,49.99,
5791,2022/07/20 21:05:36,71.57,46.5,49.99,
5792,2022/07/20 21:15:36,71.55,46.5,49.97,
5793,2022/07/20 21:25:36,71.50,46.5,49.92,
5794,2022/07/20 21:35:36,71.45,46.5,49.89,
5795,2022/07/20 21:45:36,71.39,46.6,49.88,
5796,2022/07/20 21:55:36,71.39,46.6,49.88,
5797,2022/07/20 22:05:36,71.42,46.6,49.91,
5798,2022/07/20 22:15:36,71.42,46.5,49.86,
5799,2022/07/20 22:25:36,71.47,46.5,49.90,
5800,2022/07/20 22:35:36,71.45,46.6,49.95,
5801,2022/07/20 22:45:36,71.52,46.6,50.01,
5802,2022/07/20 22:55:36,71.52,46.6,50.01,
5803,2022/07/20 23:05:36,71.52,46.6,50.01,
5804,2022/07/20 23:15:36,71.47,46.6,49.96,
5805,2022/07/20 23:25:36,71.45,46.6,49.95,
5806,2022/07/20 23:35:36,71.50,46.5,49.92,
5807,2022/07/20 23:45:36,71.37,46.5,49.81,
5808,2022/07/20 23:55:36,71.35,46.5,49.79,
5809,2022/07/21 00:05:36,71.35,46.5,49.79,
5810,2022/07/21 00:15:36,71.27,46.5,49.72,
5811,2022/07/21 00:25:36,71.19,46.4,49.58,
5812,2022/07/21 00:35:36,71.22,46.5,49.68,
5813,2022/07/21 00:45:36,71.25,46.4,49.65,
5814,2022/07/21 00:55:36,71.22,46.4,49.62,
5815,2022/07/21 01:05:36,71.25,46.4,49.65,
5816,2022/07/21 01:15:36,71.27,46.6,49.78,
5817,2022/07/21 01:25:36,71.32,46.6,49.81,
5818,2022/07/21 01:35:36,71.35,46.7,49.91,
5819,2022/07/21 01:45:36,71.39,46.7,49.94,
5820,2022/07/21 01:55:36,71.22,46.7,49.79,
5821,2022/07/21 02:05:36,70.99,46.9,49.69,
5822,2022/07/21 02:15:36,70.87,47.0,49.63,
5823,2022/07/21 02:25:36,70.73,47.2,49.63,
5824,2022/07/21 02:35:36,70.61,47.4,49.63,
5825,2022/07/21 02:45:36,70.51,47.5,49.59,
5826,2022/07/21 02:55:36,70.40,47.6,49.55,
5827,2022/07/21 03:05:36,70.35,47.7,49.57,
5828,2022/07/21 03:15:36,70.23,47.8,49.51,
5829,2022/07/21 03:25:36,70.18,47.9,49.52,
5830,2022/07/21 03:35:36,70.33,47.9,49.65,
5831,2022/07/21 03:45:36,70.53,47.8,49.79,
5832,2022/07/21 03:55:36,70.66,47.7,49.85,
5833,2022/07/21 04:05:36,70.84,47.6,49.96,
5834,2022/07/21 04:15:36,70.91,47.5,49.97,
5835,2022/07/21 04:25:36,71.04,47.4,50.03,
5836,2022/07/21 04:35:36,71.07,47.4,50.06,
5837,2022/07/21 04:45:36,71.09,47.3,50.02,
5838,2022/07/21 04:55:36,71.12,47.2,49.98,
5839,2022/07/21 05:05:36,71.19,47.2,50.05,
5840,2022/07/21 05:15:36,71.22,47.2,50.08,
5841,2022/07/21 05:25:36,71.22,47.1,50.02,
5842,2022/07/21 05:35:36,71.22,47.2,50.08,
5843,2022/07/21 05:45:36,71.02,47.1,49.84,
5844,2022/07/21 05:55:36,70.68,47.2,49.58,
5845,2022/07/21 06:05:36,70.46,47.4,49.50,
5846,2022/07/21 06:15:36,70.33,47.6,49.48,
5847,2022/07/21 06:25:36,70.13,47.7,49.36,
5848,2022/07/21 06:35:36,70.00,47.8,49.30,
5849,2022/07/21 06:45:36,69.92,48.0,49.34,
5850,2022/07/21 06:55:36,70.05,48.0,49.46,
5851,2022/07/21 07:05:36,70.25,47.9,49.58,
